14.100.0.0 14.100.255.255
202.161.0.0 202.161.255.255
202.162.0.0 202.162.255.255
202.163.0.0 202.163.255.255
202.166.0.0 202.166.255.255
202.167.0.0 202.167.255.255
202.168.0.0 202.168.255.255
202.172.0.0 202.172.255.255
202.176.0.0 202.176.255.255
203.9.0.0 203.9.255.255
203.19.0.0 203.19.255.255
203.20.0.0 203.20.255.255
203.30.0.0 203.30.255.255
203.56.0.0 203.56.255.255
203.62.0.0 203.62.255.255
203.76.0.0 203.76.255.255
203.78.0.0 203.78.255.255
203.81.0.0 203.81.255.255
203.82.0.0 203.82.255.255
203.84.0.0 203.84.255.255
203.89.0.0 203.89.255.255
203.92.0.0 203.92.255.255
203.95.0.0 203.95.255.255
203.100.0.0 203.100.255.255
203.101.0.0 203.101.255.255
203.112.0.0 203.112.255.255
203.114.0.0 203.114.255.255
203.116.0.0 203.116.255.255
203.117.0.0 203.117.255.255
203.118.0.0 203.118.255.255
203.119.0.0 203.119.255.255
203.120.0.0 203.120.255.255
203.123.0.0 203.123.255.255
203.124.0.0 203.124.255.255
203.126.0.0 203.126.255.255
203.127.0.0 203.127.255.255
203.142.0.0 203.142.255.255
203.143.0.0 203.143.255.255
203.149.0.0 203.149.255.255
203.152.0.0 203.152.255.255
203.161.0.0 203.161.255.255
203.166.0.0 203.166.255.255
203.169.0.0 203.169.255.255
203.174.0.0 203.174.255.255
203.175.0.0 203.175.255.255
203.190.0.0 203.190.255.255
203.195.0.0 203.195.255.255
203.201.0.0 203.201.255.255
203.202.0.0 203.202.255.255
203.208.0.0 203.208.255.255
203.211.0.0 203.211.255.255
203.217.0.0 203.217.255.255
210.23.0.0 210.23.255.255
210.24.0.0 210.24.255.255
210.56.0.0 210.56.255.255
210.193.0.0 210.193.255.255
218.3.0.0 218.3.255.255
218.100.0.0 218.100.255.255
218.186.0.0 218.186.255.255
218.212.0.0 218.212.255.255
219.75.0.0 219.75.255.255
220.156.0.0 220.156.255.255
220.225.0.0 220.225.255.255
220.232.0.0 220.232.255.255
220.255.0.0 220.255.255.255
221.120.0.0 221.120.255.255
221.128.0.0 221.128.255.255
221.215.0.0 221.215.255.255
222.165.0.0 222.165.255.255
223.25.0.0 223.25.255.255
223.26.0.0 223.26.255.255
223.27.0.0 223.27.255.255

