42.7.0.0 42.7.255.255
218.27.0.0 218.27.255.255
218.30.0.0 218.30.255.255
218.58.0.0 218.58.255.255
218.60.0.0 218.60.255.255
218.61.0.0 218.61.255.255
218.62.0.0 218.62.255.255
218.106.0.0 218.106.255.255
219.146.0.0 219.146.255.255
219.148.0.0 219.148.255.255
219.149.0.0 219.149.255.255
219.216.0.0 219.216.255.255
219.217.0.0 219.217.255.255
219.234.0.0 219.234.255.255
219.243.0.0 219.243.255.255
220.192.0.0 220.192.255.255
220.201.0.0 220.201.255.255
220.203.0.0 220.203.255.255
220.207.0.0 220.207.255.255
221.0.0.0 221.0.255.255
221.12.0.0 221.12.255.255
221.122.0.0 221.122.255.255
221.123.0.0 221.123.255.255
221.180.0.0 221.180.255.255
221.200.0.0 221.200.255.255
221.201.0.0 221.201.255.255
221.202.0.0 221.202.255.255
221.203.0.0 221.203.255.255
221.212.0.0 221.212.255.255
222.26.0.0 222.26.255.255
222.33.0.0 222.33.255.255
222.62.0.0 222.62.255.255
222.63.0.0 222.63.255.255
223.254.0.0 223.254.255.255
