14.0.0.0 14.0.255.255
211.138.0.0 211.138.255.255
211.143.0.0 211.143.255.255
211.146.0.0 211.146.255.255
211.148.0.0 211.148.255.255
211.156.0.0 211.156.255.255
211.160.0.0 211.160.255.255
211.161.0.0 211.161.255.255
211.162.0.0 211.162.255.255
211.163.0.0 211.163.255.255
218.5.0.0 218.5.255.255
218.6.0.0 218.6.255.255
218.30.0.0 218.30.255.255
218.66.0.0 218.66.255.255
218.67.0.0 218.67.255.255
218.85.0.0 218.85.255.255
218.86.0.0 218.86.255.255
218.94.0.0 218.94.255.255
218.100.0.0 218.100.255.255
218.104.0.0 218.104.255.255
218.105.0.0 218.105.255.255
218.106.0.0 218.106.255.255
218.107.0.0 218.107.255.255
218.185.0.0 218.185.255.255
218.193.0.0 218.193.255.255
218.207.0.0 218.207.255.255
218.240.0.0 218.240.255.255
218.246.0.0 218.246.255.255
219.220.0.0 219.220.255.255
219.228.0.0 219.228.255.255
219.229.0.0 219.229.255.255
219.232.0.0 219.232.255.255
219.243.0.0 219.243.255.255
220.113.0.0 220.113.255.255
220.115.0.0 220.115.255.255
220.160.0.0 220.160.255.255
220.161.0.0 220.161.255.255
220.162.0.0 220.162.255.255
220.189.0.0 220.189.255.255
220.192.0.0 220.192.255.255
220.200.0.0 220.200.255.255
220.205.0.0 220.205.255.255
220.206.0.0 220.206.255.255
220.207.0.0 220.207.255.255
220.243.0.0 220.243.255.255
220.247.0.0 220.247.255.255
220.249.0.0 220.249.255.255
220.250.0.0 220.250.255.255
221.12.0.0 221.12.255.255
221.122.0.0 221.122.255.255
221.123.0.0 221.123.255.255
221.175.0.0 221.175.255.255
222.47.0.0 222.47.255.255
222.73.0.0 222.73.255.255
222.76.0.0 222.76.255.255
222.77.0.0 222.77.255.255
222.78.0.0 222.78.255.255
222.79.0.0 222.79.255.255
222.205.0.0 222.205.255.255
223.255.0.0 223.255.255.255
